date,new_cases,new_deaths,new_tests
28-03-2020,185,2,
29-03-2020,70,6,
30-03-2020,92,4,
31-03-2020,180,3,
01-04-2020,386,6,
02-04-2020,328,12,
03-04-2020,336,6,21294
04-04-2020,601,12,10705
05-04-2020,472,9,9584
06-04-2020,693,32,11534
07-04-2020,354,5,12947
08-04-2020,853,35,13904
09-04-2020,591,20,16991
10-04-2020,547,30,16420
11-04-2020,1035,40,18044
12-04-2020,909,34,16374
13-04-2020,796,35,21806
14-04-2020,1211,31,27339
15-04-2020,1076,38,29706
16-04-2020,941,37,28357
17-04-2020,1007,23,32167
18-04-2020,991,43,37000
19-04-2020,1334,27,29463
20-04-2020,1553,36,
21-04-2020,1336,47,
22-04-2020,1383,50,
23-04-2020,1409,41,
24-04-2020,1684,37,41247
25-04-2020,1429,57,38168
26-04-2020,1990,49,45352
27-04-2020,1396,48,40510
28-04-2020,1543,62,50914
29-04-2020,1897,73,54031
30-04-2020,1718,67,59437
01-05-2020,1993,73,72453
02-05-2020,2293,71,73709
03-05-2020,2644,83,70087
04-05-2020,2553,72,60783
05-05-2020,3900,195,84713
06-05-2020,2958,126,84835
07-05-2020,3561,89,80632
08-05-2020,3390,103,80375
09-05-2020,3320,95,85425
10-05-2020,3277,128,85824
11-05-2020,4213,97,64651
12-05-2020,3604,87,85891
13-05-2020,3525,122,94671
14-05-2020,3722,134,92791
15-05-2020,3967,100,92911
16-05-2020,3970,103,94325
17-05-2020,4987,120,93365
18-05-2020,5242,157,75150
19-05-2020,4970,134,101475
20-05-2020,5611,140,108121
21-05-2020,5609,132,103532
22-05-2020,6088,148,103514
23-05-2020,6654,137,115364
24-05-2020,6767,147,108623
25-05-2020,6977,154,90170
26-05-2020,6535,146,92528
27-05-2020,6387,170,116041
28-05-2020,6566,194,119976
29-05-2020,7466,175,121702
30-05-2020,7964,265,127761
31-05-2020,8380,193,125428
01-06-2020,8392,230,100180
02-06-2020,8171,204,128868
03-06-2020,8909,217,137158
04-06-2020,9304,260,139485
05-06-2020,9851,273,143661
06-06-2020,9887,294,137938
07-06-2020,9971,287,142069
08-06-2020,9983,271,108048
09-06-2020,9987,271,141682
10-06-2020,9985,274,145216
11-06-2020,9996,357,151808
12-06-2020,10956,396,150305
13-06-2020,11458,386,143737
14-06-2020,11929,311,151432
15-06-2020,11502,325,115519
16-06-2020,10667,380,146936
17-06-2020,10974,2003,163187
18-06-2020,12881,334,165412
19-06-2020,13586,336,176959
20-06-2020,14516,375,189869
21-06-2020,15413,306,190730
22-06-2020,14821,445,143267
23-06-2020,14933,312,187223
24-06-2020,15968,465,215195
25-06-2020,16922,418,207871
26-06-2020,17296,407,215446
27-06-2020,18552,384,220479
28-06-2020,19906,410,231095
29-06-2020,19459,380,170560
30-06-2020,18522,418,210292
01-07-2020,18653,507,217931
02-07-2020,19148,434,229588
03-07-2020,20903,379,241576
04-07-2020,22771,442,242383
05-07-2020,24850,613,248934
06-07-2020,24248,425,180596
07-07-2020,22252,467,241430
08-07-2020,22752,482,262679
09-07-2020,24879,487,267061
10-07-2020,26506,475,283659
11-07-2020,27114,519,282511
12-07-2020,28637,551,280151
13-07-2020,28701,500,219103
14-07-2020,28498,553,286247
15-07-2020,29429,582,320161
16-07-2020,32695,606,326826
17-07-2020,34956,687,333228
18-07-2020,34884,671,361024
19-07-2020,38902,543,358127
20-07-2020,40425,681,256039
21-07-2020,37148,587,333395
22-07-2020,37724,648,343243
23-07-2020,45720,1129,350823
24-07-2020,49310,740,352801
25-07-2020,48916,757,420898
26-07-2020,48661,705,442263
27-07-2020,49931,708,515472
28-07-2020,47703,654,528082
29-07-2020,48513,768,408855
30-07-2020,52123,775,446642
31-07-2020,55078,779,642588
01-08-2020,57118,764,525689
02-08-2020,54735,853,463172
03-08-2020,52972,771,381027
04-08-2020,52050,803,661892
05-08-2020,52509,857,619652
06-08-2020,56282,904,664949
07-08-2020,62538,886,639042
08-08-2020,61537,933,598778
09-08-2020,64399,861,719364
10-08-2020,62064,1007,477023
11-08-2020,53601,871,698290
12-08-2020,60963,834,733449
13-08-2020,66999,942,830391
14-08-2020,64553,1007,848728
15-08-2020,65002,996,868679
16-08-2020,63490,944,746608
17-08-2020,57981,941,731697
18-08-2020,55079,876,899864
19-08-2020,64531,1092,801518
20-08-2020,69652,977,918470
21-08-2020,68898,983,805985
22-08-2020,69878,945,1023836
23-08-2020,69239,912,801147
24-08-2020,61408,836,609917
25-08-2020,60975,848,925383
26-08-2020,67151,1059,823992
27-08-2020,75760,1023,924998
28-08-2020,77266,1057,901338
29-08-2020,76472,1021,928761
30-08-2020,78761,948,1055027
31-08-2020,78512,971,846278
01-09-2020,69921,819,1016920
02-09-2020,78357,1045,1012367
03-09-2020,83883,1043,1172179
04-09-2020,83341,1096,1169765
05-09-2020,86432,1089,1059346
06-09-2020,90632,1065,1092654
07-09-2020,90802,1016,720362
08-09-2020,75809,1133,1098621
09-09-2020,89706,1115,1154549
10-09-2020,95735,1172,1129756
11-09-2020,96551,1209,1163542
12-09-2020,97570,1201,1091251
13-09-2020,94372,1114,1071702
14-09-2020,92071,1136,978500
15-09-2020,83809,1054,1072845
16-09-2020,90123,1290,1116842
17-09-2020,97894,1132,1136613
18-09-2020,96424,1174,1006615
19-09-2020,93337,1247,881911
20-09-2020,92605,1133,1206806
21-09-2020,86961,1130,731534
22-09-2020,75083,1053,933185
23-09-2020,83347,1085,953683
24-09-2020,86508,1129,1156569
25-09-2020,86052,1141,1492409
26-09-2020,85362,1089,1341535
27-09-2020,88600,1124,987861
28-09-2020,82170,1039,709394
29-09-2020,70589,776,1142811
30-09-2020,80472,1179,1086688
01-10-2020,86821,1181,1423052
02-10-2020,81484,1095,1097947
03-10-2020,79476,1069,1132675
04-10-2020,75829,940,1142131
05-10-2020,74442,903,989860
06-10-2020,61267,884,1089403
07-10-2020,72049,986,1199857
08-10-2020,78524,971,1194321
09-10-2020,70496,964,1168705
10-10-2020,73272,926,1164018
11-10-2020,74383,918,1078544
12-10-2020,66732,816,994851
13-10-2020,55342,706,1073014
14-10-2020,63509,730,1145015
15-10-2020,67708,680,1136183
16-10-2020,63371,895,1028622
17-10-2020,62212,837,999090
18-10-2020,61871,1033,970173
19-10-2020,55722,579,859786
20-10-2020,46790,587,1032795
21-10-2020,54044,717,1083608
22-10-2020,55839,702,1469984
23-10-2020,54366,690,1442722
24-10-2020,53370,650,1269479
25-10-2020,50129,578,1140905
26-10-2020,45148,480,939309
27-10-2020,36470,488,958116
28-10-2020,43893,508,1066786
29-10-2020,49881,517,1075760
30-10-2020,48648,563,1164648
31-10-2020,48268,551,1067976
01-11-2020,46963,470,1091239
02-11-2020,45231,496,855800
03-11-2020,38310,490,1046247
04-11-2020,46253,514,1209609
05-11-2020,50210,704,1209425
06-11-2020,47638,670,1220711
07-11-2020,50356,577,1113209
08-11-2020,45674,559,1194487
09-11-2020,45903,490,835401
10-11-2020,38073,448,1043665
11-11-2020,44281,512,1153294
