date,new_cases,total_cases,new_deaths,total_deaths,new_tests,total_tests,cases_per_million,deaths_per_million,tests_per_million
2022-02-18,25920.0,42780240.0,492,510905,1319327.0,740896736.0,31000.075409180674,370.2198381058043,536879.986798013
2022-02-19,22270.0,42802510.0,325,511230,1275693.0,742172429.0,31016.21303906219,370.4553446038507,537804.3990780507
2022-02-20,19968.0,42822478.0,673,511903,1187766.0,743360195.0,31030.68255830216,370.9430242136513,538665.096343154
2022-02-21,16051.0,42838529.0,206,512109,831087.0,744191282.0,31042.31368076414,371.0922991016438,539267.3313860521
2022-02-22,13405.0,42851934.0,235,512344,1084247.0,745275529.0,31052.027418014328,371.2625884156158,540053.0151213976
2022-02-23,15102.0,42867036.0,278,512622,1183438.0,746458967.0,31062.97086150201,371.4640370508678,540910.5761645823
2022-02-24,14148.0,42881184.0,302,512924,1155147.0,747614114.0,31073.223002838502,371.68287693520625,541747.6365482708
2022-02-25,13166.0,42894350.0,302,513226,,,31082.763552233206,371.90171681954473,
2022-02-26,11499.0,42905849.0,255,513481,,,31091.096134451775,372.0864988410888,
2022-02-27,10273.0,42916122.0,243,513724,1022204.0,748636318.0,31098.540313696176,372.2625852380897,542488.3617308215
2022-02-28,8013.0,42924135.0,119,513843,723828.0,749360146.0,31104.346816984933,372.34881684814354,543012.873107646
2022-03-01,6915.0,42931050.0,180,514023,901647.0,750261793.0,31109.357670627982,372.4792512162923,543666.2384228583
2022-03-02,7554.0,42938604.0,223,514246,784059.0,751045852.0,31114.831566277957,372.64084490572105,544234.3953131714
2022-03-03,6561.0,42945165.0,142,514388,882953.0,751928805.0,31119.585898996982,372.7437431294829,544874.2142946161
2022-03-04,6396.0,42951561.0,201,514589,923351.0,752852156.0,31124.220666878533,372.8893948405823,545543.3070960857
2022-03-05,5921.0,42957482.0,289,514878,940905.0,753793061.0,31128.51123295525,373.09881446499895,546225.1201469915
2022-03-06,5476.0,42962958.0,158,515036,909985.0,754703046.0,31132.479336288485,373.2133068548184,546884.5274719906
2022-03-07,4362.0,42967320.0,66,515102,612926.0,755315972.0,31135.640195809956,373.2611327898063,547328.675336057
2022-03-08,3993.0,42971313.0,108,515210,873395.0,756189367.0,31138.533664876722,373.33939341069555,547961.568252553
2022-03-09,4575.0,42975888.0,145,515355,897904.0,757087271.0,31141.84887173384,373.44446554059317,548612.2212575433
2022-03-10,4184.0,42980072.0,104,515459,873974.0,757961245.0,31144.88074615792,373.51982761996805,549245.5337379236
2022-03-11,4194.0,42984266.0,255,515714,812365.0,758773610.0,31147.919866935787,373.7046096415121,549834.2021572634
2022-03-12,3614.0,42987880.0,89,515803,863604.0,759637214.0,31150.53869919406,373.7691021902079,550460.0001687675
2022-03-13,3116.0,42990996.0,47,515850,761737.0,760398951.0,31152.79666303379,373.8031600530023,551011.9817481594
2022-03-14,2503.0,42993499.0,27,515877,532232.0,760931183.0,31154.61042538644,373.8227252082246,551397.6558849848
2022-03-15,2568.0,42996067.0,97,515974,701773.0,761632956.0,31156.471289038695,373.8930148399492,551906.1854285339
2022-03-16,2876.0,42998943.0,98,516072,752818.0,762385774.0,31158.55534038756,373.96402910705245,552451.7039849841
2022-03-17,2539.0,43001482.0,60,516132,717330.0,763103104.0,31160.395189613835,374.0075072297687,552971.5066811183
2022-03-18,2528.0,43004010.0,149,516281,633867.0,763736971.0,31162.22706785095,374.1154779011807,553430.829134648
2022-03-19,2075.0,43006085.0,71,516352,370514.0,764107485.0,31163.73068626155,374.16692701306164,553699.3166873162
2022-03-20,1761.0,43007846.0,127,516479,431973.0,764539458.0,31165.006769163272,374.2589557061444,554012.339605718
2022-03-21,1549.0,43009395.0,31,516510,384499.0,764923957.0,31166.12922936473,374.2814194028811,554290.9611841559
2022-03-22,1581.0,43010976.0,33,516543,568471.0,765492428.0,31167.274877898304,374.305332370375,554702.8953824665
2022-03-23,1778.0,43012754.0,62,516605,677218.0,766169646.0,31168.56327960146,374.3502597638485,555193.6315042941
2022-03-24,1938.0,43014692.0,67,516672,661954.0,766831600.0,31169.9676229652,374.398810334215,555673.3067917028
2022-03-25,1685.0,43016377.0,83,516755,691425.0,767523025.0,31171.188633578146,374.45895507063915,556174.3378083542
2022-03-26,1660.0,43018037.0,4100,520855,658489.0,768181514.0,31172.39152830663,377.42996012291655,556651.5022341759
2022-03-27,1421.0,43019458.0,149,521004,620251.0,768801765.0,31173.421235179627,377.5379307943286,557100.9580523905
2022-03-28,1270.0,43020728.0,31,521035,432389.0,769234154.0,31174.34152211045,377.5603944910653,557414.2824191098
2022-03-29,1259.0,43021987.0,35,521070,577559.0,769811713.0,31175.253838052115,377.5857567293165,557832.8021037411
2022-03-30,1233.0,43023220.0,31,521101,624022.0,770435735.0,31176.147313473935,377.6082204260532,558284.9905219686
2022-03-31,1225.0,43024445.0,28,521129,607987.0,771043722.0,31177.034991812725,377.62851021665415,558725.5594119
2022-04-01,1335.0,43025780.0,52,521181,606036.0,771649758.0,31178.002380043163,377.66619125634156,559164.7145382077
2022-04-02,1260.0,43027040.0,83,521264,528021.0,772177779.0,31178.915420620204,377.7263359927657,559547.3372354538
2022-04-03,1096.0,43028136.0,81,521345,465904.0,772643683.0,31179.709620995152,377.7850314584326,559884.9477568871
2022-04-04,913.0,43029049.0,13,521358,314823.0,772958506.0,31180.37121309582,377.7944517183545,560113.0796406853
2022-04-05,795.0,43029844.0,58,521416,466332.0,773424838.0,31180.94729822181,377.83648057031354,560451.0003060607
2022-04-06,1086.0,43030930.0,71,521487,481374.0,773906212.0,31181.734252242975,377.88792968219445,560799.8209368009
2022-04-07,1033.0,43031963.0,43,521530,482039.0,774388251.0,31182.48280058907,377.9190890034744,561149.1234500678
2022-04-08,1109.0,43033072.0,43,521573,453582.0,774841833.0,31183.286421223944,377.9502483247544,561477.8050143659
2022-04-09,1150.0,43034222.0,83,521656,466362.0,775308195.0,31184.11975190934,378.01039306117855,561815.7474188026
2022-04-10,1054.0,43035276.0,29,521685,418345.0,775726540.0,31184.883517598388,378.0314074871581,562118.8950062648
2022-04-11,861.0,43036137.0,6,521691,271211.0,775997751.0,31185.507428659366,378.0357552994297,562315.4240919314
2022-04-12,796.0,43036933.0,19,521710,406251.0,776404002.0,31186.084238420735,378.0495233716232,562609.8079391248
2022-04-13,1088.0,43038021.0,26,521736,429323.0,776833325.0,31186.872641712656,378.0683638914669,562920.9105737733
