location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million
India,03-07-2021,30502362,44111,45602.714,401050,738,936.714,21523.385,31.126,32.179,282.993,0.521,0.661
India,04-07-2021,30545433,43071,44607.143,402005,955,893.429,21553.777,30.392,31.476,283.667,0.674,0.63
India,05-07-2021,30585229,39796,43699.714,402728,723,856.857,21581.858,28.081,30.836,284.177,0.51,0.605
India,06-07-2021,30619932,34703,43290.714,403281,553,806.286,21606.345,24.487,30.547,284.567,0.39,0.569
India,07-07-2021,30663665,43733,42973.857,404211,930,822.429,21637.205,30.859,30.324,285.223,0.656,0.58
India,08-07-2021,30709557,45892,42560.429,405028,817,795.571,21669.588,32.383,30.032,285.8,0.576,0.561
India,09-07-2021,30752950,43393,42099.857,405939,911,803.857,21700.207,30.619,29.707,286.443,0.643,0.567
India,10-07-2021,30795716,42766,41907.714,407145,1206,870.714,21730.384,30.177,29.571,287.294,0.851,0.614
India,11-07-2021,30837222,41506,41684.143,408040,895,862.143,21759.672,29.288,29.414,287.925,0.632,0.608
India,12-07-2021,30874376,37154,41306.714,408764,724,862.286,21785.889,26.217,29.147,288.436,0.511,0.608
India,13-07-2021,30907282,32906,41050,410784,2020,1071.857,21809.108,23.219,28.966,289.862,1.425,0.756
India,14-07-2021,30946074,38792,40344.143,411408,624,1028.143,21836.481,27.373,28.468,290.302,0.44,0.725
India,15-07-2021,30987880,41806,39760.429,411989,581,994.429,21865.981,29.5,28.056,290.712,0.41,0.702
India,16-07-2021,31026829,38949,39125.571,412531,542,941.714,21893.464,27.484,27.608,291.094,0.382,0.665
India,17-07-2021,31064908,38079,38456,413091,560,849.429,21920.334,26.87,27.136,291.489,0.395,0.599
India,18-07-2021,31106065,41157,38406.143,413609,518,795.571,21949.376,29.042,27.101,291.855,0.366,0.561
India,19-07-2021,31144229,38164,38550.429,414108,499,763.429,21976.305,26.93,27.202,292.207,0.352,0.539
India,20-07-2021,31174322,30093,38148.571,414482,374,528.286,21997.54,21.235,26.919,292.471,0.264,0.373
India,21-07-2021,31216337,42015,38609,418480,3998,1010.286,22027.187,29.647,27.244,295.292,2.821,0.713
India,22-07-2021,31257720,41383,38548.571,418987,507,999.714,22056.388,29.201,27.201,295.65,0.358,0.705
India,23-07-2021,31293062,35342,38033.286,419470,483,991.286,22081.326,24.938,26.837,295.991,0.341,0.699
India,24-07-2021,31332159,39097,38178.714,420016,546,989.286,22108.914,27.588,26.94,296.376,0.385,0.698
India,25-07-2021,31371901,39742,37976.571,420551,535,991.714,22136.957,28.043,26.797,296.753,0.378,0.7
India,26-07-2021,31411262,39361,38147.571,420967,416,979.857,22164.732,27.774,26.918,297.047,0.294,0.691
India,27-07-2021,31440951,29689,38089.857,421382,415,985.714,22185.681,20.949,26.877,297.34,0.293,0.696
India,28-07-2021,31484605,43654,38324,422022,640,506,22216.485,30.804,27.043,297.791,0.452,0.357
India,29-07-2021,31528114,43509,38627.714,422662,640,525,22247.186,30.701,27.257,298.243,0.452,0.37
India,30-07-2021,31572344,44230,39897.429,423217,555,535.286,22278.396,31.21,28.153,298.635,0.392,0.378
India,31-07-2021,31613993,41649,40262,423810,593,542,22307.785,29.389,28.41,299.053,0.418,0.382
India,01-08-2021,31655824,41831,40560.429,424351,541,542.857,22337.302,29.517,28.621,299.435,0.382,0.383
India,02-08-2021,31695958,40134,40670.857,424773,422,543.714,22365.622,28.32,28.699,299.733,0.298,0.384
India,03-08-2021,31726507,30549,40793.714,425195,422,544.714,22387.178,21.556,28.785,300.03,0.298,0.384
India,04-08-2021,31769132,42625,40646.714,425757,562,533.571,22417.256,30.077,28.682,300.427,0.397,0.377
India,05-08-2021,31812114,42982,40571.429,426290,533,518.286,22447.585,30.329,28.628,300.803,0.376,0.366
India,06-08-2021,31856757,44643,40630.429,426754,464,505.286,22479.086,31.501,28.67,301.13,0.327,0.357
India,07-08-2021,31895385,38628,40198.857,427371,617,508.714,22506.343,27.257,28.366,301.566,0.435,0.359
India,08-08-2021,31934455,39070,39804.429,427862,491,501.571,22533.912,27.569,28.087,301.912,0.346,0.354
India,09-08-2021,31969954,35499,39142.286,428309,447,505.143,22558.962,25.049,27.62,302.228,0.315,0.356
India,10-08-2021,31998158,28204,38807.286,428682,373,498.143,22578.863,19.902,27.384,302.491,0.263,0.352
India,11-08-2021,32036511,38353,38197,429179,497,488.857,22605.926,27.063,26.953,302.842,0.351,0.345
India,12-08-2021,32077706,41195,37941.714,429669,490,482.714,22634.995,29.068,26.773,303.187,0.346,0.341
India,13-08-2021,32117826,40120,37295.571,430254,585,500,22663.305,28.31,26.317,303.6,0.413,0.353
India,14-08-2021,32156493,38667,37301.143,430732,478,480.143,22690.589,27.285,26.321,303.937,0.337,0.339
India,15-08-2021,32192576,36083,36874.429,431225,493,480.429,22716.05,25.461,26.02,304.285,0.348,0.339
India,16-08-2021,32225513,32937,36508.429,431642,417,476.143,22739.292,23.241,25.761,304.58,0.294,0.336
India,17-08-2021,32250679,25166,36074.429,432079,437,485.286,22757.05,17.758,25.455,304.888,0.308,0.342
India,18-08-2021,32285857,35178,35620.857,432519,440,477.143,22781.872,24.823,25.135,305.198,0.31,0.337
India,19-08-2021,32322258,36401,34936,433049,530,482.857,22807.558,25.686,24.652,305.572,0.374,0.341
India,20-08-2021,32358829,36571,34429,433589,540,476.429,22833.364,25.806,24.294,305.953,0.381,0.336
India,21-08-2021,32393286,34457,33827.571,433964,375,461.714,22857.677,24.314,23.87,306.218,0.265,0.326
India,22-08-2021,32424234,30948,33094,434367,403,448.857,22879.515,21.838,23.352,306.502,0.284,0.317
India,23-08-2021,32449306,25072,31970.429,434756,389,444.857,22897.207,17.692,22.559,306.777,0.274,0.314
India,24-08-2021,32474773,25467,32013.429,435110,354,433,22915.177,17.97,22.59,307.027,0.25,0.306
India,25-08-2021,32512366,37593,32358.429,435758,648,462.714,22941.704,26.527,22.833,307.484,0.457,0.327
India,26-08-2021,32558530,46164,33753.143,436365,607,473.714,22974.279,32.575,23.817,307.912,0.428,0.334
India,27-08-2021,32603188,44658,34908.429,436861,496,467.429,23005.791,31.512,24.632,308.262,0.35,0.33
India,28-08-2021,32649947,46759,36665.857,437370,509,486.571,23038.785,32.995,25.873,308.621,0.359,0.343
India,29-08-2021,32695030,45083,38685.143,437830,460,494.714,23070.597,31.812,27.297,308.946,0.325,0.349
India,30-08-2021,32737939,42909,41233.286,438210,380,493.429,23100.875,30.278,29.095,309.214,0.268,0.348
India,31-08-2021,32768880,30941,42015.286,438560,350,492.857,23122.708,21.833,29.647,309.461,0.247,0.348
India,01-09-2021,32810845,41965,42639.857,439020,460,466,23152.32,29.612,30.088,309.786,0.325,0.329
India,02-09-2021,32857937,47092,42772.429,439529,509,452,23185.549,33.23,30.182,310.145,0.359,0.319
India,03-09-2021,32903289,45352,42871.571,439895,366,433.429,23217.551,32.002,30.251,310.403,0.258,0.306
India,04-09-2021,32945907,42618,42280,440225,330,407.857,23247.623,30.073,29.834,310.636,0.233,0.288
India,05-09-2021,32988673,42766,41949,440533,308,386.143,23277.8,30.177,29.6,310.853,0.217,0.272
India,06-09-2021,33027621,38948,41383.143,440752,219,363.143,23305.283,27.483,29.201,311.008,0.155,0.256
India,07-09-2021,33058843,31222,41423.286,441042,290,354.571,23327.314,22.031,29.23,311.213,0.205,0.25
India,08-09-2021,33096718,37875,40839,441411,369,341.571,23354.04,26.726,28.817,311.473,0.26,0.241
India,09-09-2021,33139981,43263,40292,441749,338,317.143,23384.568,30.528,28.431,311.711,0.239,0.224
India,10-09-2021,33174954,34973,38809.286,442009,260,302,23409.246,24.678,27.385,311.895,0.183,0.213
India,11-09-2021,33208330,33376,37489,442317,308,298.857,23432.797,23.551,26.453,312.112,0.217,0.211
India,12-09-2021,33236921,28591,35464,442655,338,303.143,23452.972,20.175,25.024,312.351,0.239,0.214
India,13-09-2021,33264175,27254,33793.429,442874,219,303.143,23472.203,19.231,23.846,312.505,0.155,0.214
India,14-09-2021,33289579,25404,32962.286,443213,339,310.143,23490.129,17.926,23.259,312.744,0.239,0.219
India,15-09-2021,33316755,27176,31433.857,443497,284,298,23509.305,19.176,22.181,312.945,0.2,0.21
India,16-09-2021,33347325,30570,29620.571,443928,431,311.286,23530.876,21.571,20.901,313.249,0.304,0.22
India,17-09-2021,33381728,34403,29539.143,444248,320,319.857,23555.152,24.276,20.844,313.475,0.226,0.226
India,18-09-2021,33417390,35662,29865.714,444529,281,316,23580.316,25.164,21.074,313.673,0.198,0.223
India,19-09-2021,33448163,30773,30177.429,444838,309,311.857,23602.03,21.714,21.294,313.891,0.218,0.22
India,20-09-2021,33478419,30256,30606.286,445133,295,322.714,23623.38,21.35,21.597,314.099,0.208,0.228
India,21-09-2021,33504534,26115,30707.857,445385,252,310.286,23641.807,18.428,21.668,314.277,0.178,0.219
India,22-09-2021,33531498,26964,30677.571,445768,383,324.429,23660.834,19.027,21.647,314.547,0.27,0.229
India,23-09-2021,33563421,31923,30870.857,446050,282,303.143,23683.36,22.526,21.783,314.746,0.199,0.214
India,24-09-2021,33594803,31382,30439.286,446368,318,302.857,23705.504,22.144,21.479,314.971,0.224,0.214
India,25-09-2021,33624419,29616,29575.571,446658,290,304.143,23726.402,20.898,20.869,315.175,0.205,0.215
India,26-09-2021,33652745,28326,29226,446918,260,297.143,23746.39,19.988,20.623,315.359,0.183,0.21
India,27-09-2021,33678786,26041,28623.857,447194,276,294.429,23764.765,18.375,20.198,315.554,0.195,0.208
India,28-09-2021,33697581,18795,27578.143,447373,179,284,23778.027,13.262,19.46,315.68,0.126,0.2
India,29-09-2021,33716451,18870,26421.857,447751,378,283.286,23791.342,13.315,18.644,315.947,0.267,0.2
India,30-09-2021,33739980,23529,25222.714,448062,311,287.429,23807.945,16.603,17.798,316.166,0.219,0.203
India,01-10-2021,33766707,26727,24557.714,448339,277,281.571,23826.805,18.859,17.329,316.361,0.195,0.199
India,02-10-2021,33791061,24354,23806,448573,234,273.571,23843.99,17.185,16.798,316.527,0.165,0.193
India,03-10-2021,33813903,22842,23022.571,448817,244,271.286,23860.108,16.118,16.245,316.699,0.172,0.191
India,04-10-2021,33834702,20799,22273.714,448997,180,257.571,23874.784,14.676,15.717,316.826,0.127,0.182
India,05-10-2021,33853048,18346,22209.571,449260,263,269.571,23887.729,12.945,15.672,317.011,0.186,0.19
India,06-10-2021,33871881,18833,22204.286,449538,278,255.286,23901.019,13.289,15.668,317.208,0.196,0.18
India,07-10-2021,33894312,22431,22047.429,449856,318,256.286,23916.847,15.828,15.557,317.432,0.224,0.181
India,08-10-2021,33915569,21257,21266,450127,271,255.429,23931.846,15,15.006,317.623,0.191,0.18
India,09-10-2021,33935309,19740,20606.857,450375,248,257.429,23945.775,13.929,14.541,317.798,0.175,0.182
India,10-10-2021,33953475,18166,19938.857,450589,214,253.143,23958.594,12.818,14.069,317.949,0.151,0.179
India,11-10-2021,33971607,18132,19557.857,450782,193,255,23971.388,12.794,13.801,318.085,0.136,0.18
India,12-10-2021,33985920,14313,18981.714,450963,181,243.286,23981.488,10.1,13.394,318.213,0.128,0.172
India,13-10-2021,34001743,15823,18551.714,451189,226,235.857,23992.653,11.165,13.091,318.373,0.159,0.166
India,14-10-2021,34020730,18987,18059.714,451435,246,225.571,24006.051,13.398,12.743,318.546,0.174,0.159
India,15-10-2021,34037592,16862,17431.857,451814,379,241,24017.949,11.898,12.3,318.814,0.267,0.17
India,16-10-2021,34053573,15981,16894.857,451980,166,229.286,24029.226,11.277,11.922,318.931,0.117,0.162
India,17-10-2021,34067719,14146,16320.571,452124,144,219.286,24039.208,9.982,11.516,319.032,0.102,0.155
India,18-10-2021,34081315,13596,15672.571,452290,166,215.429,24048.801,9.594,11.059,319.149,0.117,0.152
India,19-10-2021,34094373,13058,15493.286,452454,164,213,24058.016,9.214,10.933,319.265,0.116,0.15
India,20-10-2021,34108996,14623,15321.857,452651,197,208.857,24068.334,10.318,10.812,319.404,0.139,0.147
India,21-10-2021,34127450,18454,15245.714,452811,160,196.571,24081.356,13.022,10.758,319.517,0.113,0.139
India,22-10-2021,34143236,15786,15092,453042,231,175.429,24092.495,11.139,10.649,319.68,0.163,0.124
India,23-10-2021,34159562,16326,15141.286,453708,666,246.857,24104.015,11.52,10.684,320.15,0.47,0.174
India,24-10-2021,34175468,15906,15392.714,454269,561,306.429,24115.239,11.224,10.862,320.546,0.396,0.216
India,25-10-2021,34189774,14306,15494.143,454712,443,346,24125.333,10.095,10.933,320.858,0.313,0.244
India,26-10-2021,34202202,12428,15404.143,455068,356,373.429,24134.103,8.77,10.87,321.11,0.251,0.264
India,27-10-2021,34215653,13451,15236.714,455653,585,428.857,24143.594,9.491,10.751,321.522,0.413,0.303
India,28-10-2021,34231809,16156,14908.429,456386,733,510.714,24154.995,11.4,10.52,322.04,0.517,0.36
India,29-10-2021,34246157,14348,14703,457191,805,592.714,24165.119,10.124,10.375,322.608,0.568,0.418
India,30-10-2021,34260470,14313,14415.429,457740,549,576,24175.219,10.1,10.172,322.995,0.387,0.406
India,31-10-2021,34273300,12830,13976,458186,446,559.571,24184.272,9.053,9.862,323.31,0.315,0.395
India,01-11-2021,34285814,12514,13720,458437,251,532.143,24193.102,8.83,9.681,323.487,0.177,0.375
India,02-11-2021,34296237,10423,13433.571,458880,443,544.571,24200.457,7.355,9.479,323.8,0.313,0.384
India,03-11-2021,34308140,11903,13212.429,459191,311,505.429,24208.856,8.399,9.323,324.019,0.219,0.357
India,04-11-2021,34321025,12885,12745.143,459652,461,466.571,24217.948,9.092,8.993,324.344,0.325,0.329
India,05-11-2021,34333754,12729,12513.857,459873,221,383.143,24226.93,8.982,8.83,324.5,0.156,0.27
India,06-11-2021,34344683,10929,12030.429,460265,392,360.714,24234.642,7.712,8.489,324.777,0.277,0.255
India,07-11-2021,34355536,10853,11748,460791,526,372.143,24242.3,7.658,8.29,325.148,0.371,0.263
India,08-11-2021,34366987,11451,11596.143,461057,266,374.286,24250.38,8.08,8.183,325.336,0.188,0.264
India,09-11-2021,34377113,10126,11553.714,461389,332,358.429,24257.525,7.145,8.153,325.57,0.234,0.253
India,10-11-2021,34388579,11466,11491.286,461849,460,379.714,24265.616,8.091,8.109,325.895,0.325,0.268
India,11-11-2021,34401670,13091,11520.714,462189,340,362.429,24274.854,9.237,8.129,326.134,0.24,0.256
India,12-11-2021,34414186,12516,11490.286,462690,501,402.429,24283.685,8.832,8.108,326.488,0.354,0.284
India,13-11-2021,34426036,11850,11621.857,463245,555,425.714,24292.047,8.362,8.201,326.88,0.392,0.3
India,14-11-2021,34437307,11271,11681.571,463530,285,391.286,24300,7.953,8.243,327.081,0.201,0.276
India,15-11-2021,34447536,10229,11507,463655,125,371.143,24307.218,7.218,8.12,327.169,0.088,0.262
India,16-11-2021,34456401,8865,11326.857,463852,197,351.857,24313.473,6.255,7.993,327.308,0.139,0.248
India,17-11-2021,34466598,10197,11145.571,464153,301,329.143,24320.669,7.195,7.865,327.52,0.212,0.232
India,18-11-2021,34478517,11919,10978.143,464623,470,347.714,24329.079,8.41,7.747,327.852,0.332,0.245
India,19-11-2021,34489623,11106,10776.714,465082,459,341.714,24336.916,7.837,7.604,328.176,0.324,0.241
India,20-11-2021,34499925,10302,10555.571,465349,267,300.571,24344.185,7.269,7.448,328.364,0.188,0.212
India,21-11-2021,34510413,10488,10443.714,465662,313,304.571,24351.586,7.401,7.369,328.585,0.221,0.215
India,22-11-2021,34518901,8488,10195,465911,249,322.286,24357.575,5.989,7.194,328.761,0.176,0.227
India,23-11-2021,34526480,7579,10011.286,466147,236,327.857,24362.923,5.348,7.064,328.927,0.167,0.231
India,24-11-2021,34535763,9283,9880.714,466584,437,347.286,24369.474,6.55,6.972,329.236,0.308,0.245
India,25-11-2021,34544882,9119,9480.714,466980,396,336.714,24375.908,6.435,6.69,329.515,0.279,0.238
India,26-11-2021,34555431,10549,9401.143,467468,488,340.857,24383.352,7.444,6.634,329.859,0.344,0.241
India,27-11-2021,34563749,8318,9117.714,467933,465,369.143,24389.221,5.869,6.434,330.188,0.328,0.26
India,28-11-2021,34572523,8774,8872.857,468554,621,413.143,24395.413,6.191,6.261,330.626,0.438,0.292
India,29-11-2021,34580832,8309,8847.286,468790,236,411.286,24401.276,5.863,6.243,330.792,0.167,0.29
India,30-11-2021,34587822,6990,8763.143,468980,190,404.714,24406.208,4.932,6.184,330.926,0.134,0.286
India,01-12-2021,34596776,8954,8716.143,469247,267,380.429,24412.526,6.318,6.15,331.115,0.188,0.268
India,02-12-2021,34606541,9765,8808.429,469724,477,392,24419.417,6.89,6.215,331.451,0.337,0.277
India,03-12-2021,34615757,9216,8618,470115,391,378.143,24425.92,6.503,6.081,331.727,0.276,0.267
India,04-12-2021,34624360,8603,8658.714,470530,415,371,24431.99,6.071,6.11,332.02,0.293,0.262
India,05-12-2021,34633255,8895,8676,473326,2796,681.714,24438.267,6.277,6.122,333.993,1.973,0.481
India,06-12-2021,34641561,8306,8675.571,473537,211,678.143,24444.128,5.861,6.122,334.142,0.149,0.479
India,07-12-2021,34648383,6822,8651.571,473757,220,682.429,24448.942,4.814,6.105,334.297,0.155,0.482
India,08-12-2021,34656822,8439,8578,473952,195,672.143,24454.897,5.955,6.053,334.435,0.138,0.474
India,09-12-2021,34666241,9419,8528.571,474111,159,626.714,24461.543,6.646,6.018,334.547,0.112,0.442
India,10-12-2021,34674744,8503,8426.714,474735,624,660,24467.543,6,5.946,334.987,0.44,0.466
India,11-12-2021,34682736,7992,8339.429,475128,393,656.857,24473.182,5.639,5.885,335.265,0.277,0.463
India,12-12-2021,34690510,7774,8179.286,475434,306,301.143,24478.668,5.486,5.772,335.481,0.216,0.212
India,13-12-2021,34697860,7350,8042.714,475636,202,299.857,24483.854,5.186,5.675,335.623,0.143,0.212
India,14-12-2021,34703644,5784,7894.429,475888,252,304.429,24487.936,4.081,5.571,335.801,0.178,0.215
India,15-12-2021,34710628,6984,7686.571,476135,247,311.857,24492.864,4.928,5.424,335.975,0.174,0.22
India,16-12-2021,34718602,7974,7480.143,476478,343,338.143,24498.49,5.627,5.278,336.217,0.242,0.239
India,17-12-2021,34726049,7447,7329.286,476869,391,304.857,24503.745,5.255,5.172,336.493,0.276,0.215
India,18-12-2021,34733194,7145,7208.286,477158,289,290,24508.787,5.042,5.086,336.697,0.204,0.205
India,19-12-2021,34740275,7081,7109.286,477422,264,284,24513.783,4.997,5.017,336.883,0.186,0.2
India,20-12-2021,34746838,6563,6996.857,477554,132,274,24518.415,4.631,4.937,336.976,0.093,0.193
India,21-12-2021,34752164,5326,6931.429,478007,453,302.714,24522.173,3.758,4.891,337.296,0.32,0.214
India,22-12-2021,34758481,6317,6836.143,478325,318,312.857,24526.63,4.457,4.824,337.521,0.224,0.221
India,23-12-2021,34765976,7495,6767.714,478759,434,325.857,24531.919,5.289,4.776,337.827,0.306,0.23
India,24-12-2021,34772626,6650,6653.857,479133,374,323.429,24536.611,4.692,4.695,338.091,0.264,0.228
India,25-12-2021,34779815,7189,6660.143,479520,387,337.429,24541.684,5.073,4.7,338.364,0.273,0.238
India,26-12-2021,34786802,6987,6646.714,479682,162,322.857,24546.614,4.93,4.69,338.478,0.114,0.228
India,27-12-2021,34793333,6531,6642.143,479997,315,349,24551.223,4.608,4.687,338.7,0.222,0.246
India,28-12-2021,34799691,6358,6789.571,480290,293,326.143,24555.709,4.486,4.791,338.907,0.207,0.23
India,29-12-2021,34808886,9195,7200.714,480592,302,323.857,24562.197,6.488,5.081,339.12,0.213,0.229
India,30-12-2021,34822040,13154,8009.143,480860,268,300.143,24571.479,9.282,5.651,339.309,0.189,0.212
India,31-12-2021,34838804,16764,9454,481080,220,278.143,24583.308,11.829,6.671,339.465,0.155,0.196
India,01-01-2022,34861579,22775,11680.571,481486,406,280.857,24599.379,16.071,8.242,339.751,0.286,0.198
India,02-01-2022,34889132,27553,14618.571,481770,284,298.286,24618.821,19.442,10.315,339.951,0.2,0.21
India,03-01-2022,34922882,33750,18507,481893,123,270.857,24642.636,23.815,13.059,340.038,0.087,0.191
India,04-01-2022,34960261,37379,22938.571,482017,124,246.714,24669.012,26.376,16.186,340.126,0.087,0.174
India,05-01-2022,35018358,58097,29924.571,482551,534,279.857,24710.007,40.995,21.116,340.503,0.377,0.197
India,06-01-2022,35109286,90928,41035.143,482876,325,288,24774.169,64.162,28.956,340.732,0.229,0.203
India,07-01-2022,35226386,117100,55368.857,483178,302,299.714,24856.798,82.629,39.07,340.945,0.213,0.211
India,08-01-2022,35368372,141986,72399,483463,285,282.429,24956.988,100.19,51.087,341.146,0.201,0.199
India,09-01-2022,35528004,159632,91267.429,483790,327,288.571,25069.629,112.641,64.401,341.377,0.231,0.204
India,10-01-2022,35707727,179723,112120.714,483936,146,291.857,25196.447,126.818,79.116,341.48,0.103,0.206
India,11-01-2022,35875790,168063,130789.857,484213,277,313.714,25315.037,118.59,92.289,341.675,0.195,0.221
India,12-01-2022,36070510,194720,150307.429,484655,442,300.571,25452.437,137.4,106.061,341.987,0.312,0.212
India,13-01-2022,36317927,247417,172663,485035,380,308.429,25627.022,174.585,121.836,342.255,0.268,0.218
India,14-01-2022,36582129,264202,193677.571,485350,315,310.286,25813.451,186.429,136.665,342.478,0.222,0.219
India,15-01-2022,36850962,268833,211798.571,485752,402,327,26003.148,189.697,149.451,342.761,0.284,0.231
India,16-01-2022,37122164,271202,227737.143,486066,314,325.143,26194.516,191.368,160.698,342.983,0.222,0.229
India,17-01-2022,37380253,258089,238932.286,486451,385,359.286,26376.631,182.115,168.598,343.254,0.272,0.254
India,18-01-2022,37618271,238018,248925.857,486761,310,364,26544.584,167.953,175.65,343.473,0.219,0.257
India,19-01-2022,37901241,282970,261533,487202,441,363.857,26744.256,199.672,184.546,343.784,0.311,0.257
India,20-01-2022,38218773,317532,271549.429,487693,491,379.714,26968.316,224.06,191.613,344.131,0.346,0.268
India,21-01-2022,38566027,347254,283414,488396,703,435.143,27213.349,245.033,199.985,344.627,0.496,0.307
India,22-01-2022,38903731,337704,293252.714,488884,488,447.429,27451.643,238.294,206.928,344.971,0.344,0.316
India,23-01-2022,39237264,333533,302157.143,489409,525,477.571,27686.994,235.351,213.211,345.342,0.37,0.337
India,24-01-2022,39543328,306064,309010.714,489848,439,485.286,27902.962,215.968,218.047,345.651,0.31,0.342
India,25-01-2022,39799202,255874,311561.571,490462,614,528.714,28083.515,180.552,219.847,346.085,0.433,0.373
India,26-01-2022,40085116,285914,311982.143,491127,665,560.714,28285.264,201.75,220.144,346.554,0.469,0.396
India,27-01-2022,40371500,286384,307532.429,491700,573,572.429,28487.345,202.081,217.004,346.958,0.404,0.404
India,28-01-2022,40622709,251209,293811.714,492327,627,561.571,28664.606,177.261,207.322,347.401,0.442,0.396
India,29-01-2022,40858241,235532,279215.714,493198,871,616.286,28830.804,166.198,197.023,348.015,0.615,0.435
India,30-01-2022,41092522,234281,265036.857,494091,893,668.857,28996.12,165.316,187.018,348.645,0.63,0.472
India,31-01-2022,41302440,209918,251301.714,495050,959,743.143,29144.245,148.124,177.326,349.322,0.677,0.524
India,01-02-2022,41469499,167059,238613.857,496242,1192,825.714,29262.126,117.882,168.373,350.163,0.841,0.583
India,02-02-2022,41630885,161386,220824.143,497975,1733,978.286,29376.005,113.879,155.82,351.386,1.223,0.69
India,03-02-2022,41803318,172433,204545.429,498983,1008,1040.429,29497.679,121.674,144.333,352.097,0.711,0.734
India,04-02-2022,41952712,149394,190000.429,500055,1072,1104,29603.096,105.417,134.07,352.854,0.756,0.779
India,05-02-2022,42080664,127952,174631.857,501114,1059,1130.857,29693.383,90.287,123.225,353.601,0.747,0.798
India,06-02-2022,42188138,107474,156516.571,501979,865,1126.857,29769.22,75.837,110.443,354.211,0.61,0.795
India,07-02-2022,42272014,83876,138510.571,502874,895,1117.714,29828.405,59.185,97.737,354.843,0.632,0.789
India,08-02-2022,42339611,67597,124301.714,504062,1188,1117.143,29876.104,47.698,87.711,355.681,0.838,0.788
India,09-02-2022,42410976,71365,111441.571,505279,1217,1043.429,29926.461,50.357,78.637,356.54,0.859,0.736
India,10-02-2022,42478060,67084,96391.714,506520,1241,1076.714,29973.797,47.336,68.017,357.416,0.876,0.76
India,11-02-2022,42536137,58077,83346.429,507177,657,1017.429,30014.778,40.981,58.812,357.879,0.464,0.718
India,12-02-2022,42586544,50407,72268.571,507981,804,981,30050.347,35.569,50.995,358.447,0.567,0.692
India,13-02-2022,42631421,44877,63326.143,508665,684,955.143,30082.014,31.667,44.685,358.929,0.483,0.674
India,14-02-2022,42665534,34113,56217.143,509011,346,876.714,30106.085,24.071,39.669,359.173,0.244,0.619
India,15-02-2022,42692943,27409,50476,509358,347,756.571,30125.425,19.341,35.617,359.418,0.245,0.534
India,16-02-2022,42723558,30615,44654.571,509872,514,656.143,30147.028,21.603,31.51,359.781,0.363,0.463
India,17-02-2022,42754315,30757,39465,510413,541,556.143,30168.731,21.703,27.848,360.163,0.382,0.392
India,18-02-2022,42780235,25920,34871.143,510905,492,532.571,30187.021,18.29,24.606,360.51,0.347,0.376
India,19-02-2022,42802505,22270,30851.571,511230,325,464.143,30202.736,15.714,21.77,360.739,0.229,0.328
India,20-02-2022,42822473,19968,27293.143,511903,673,462.571,30216.826,14.09,19.259,361.214,0.475,0.326
India,21-02-2022,42838524,16051,24712.857,512109,206,442.571,30228.152,11.326,17.438,361.36,0.145,0.312
India,22-02-2022,42851929,13405,22712.286,512344,235,426.571,30237.611,9.459,16.026,361.525,0.166,0.301
India,23-02-2022,42867031,15102,20496.143,512622,278,392.857,30248.267,10.656,14.463,361.722,0.196,0.277
India,24-02-2022,42881179,14148,18123.429,512924,302,358.714,30258.25,9.983,12.788,361.935,0.213,0.253
India,25-02-2022,42894345,13166,16301.429,513226,302,331.571,30267.541,9.29,11.503,362.148,0.213,0.234
India,26-02-2022,42905844,11499,14762.714,513481,255,321.571,30275.655,8.114,10.417,362.328,0.18,0.227
India,27-02-2022,42916117,10273,13377.714,513724,243,260.143,30282.904,7.249,9.44,362.499,0.171,0.184
India,28-02-2022,42924130,8013,12229.429,513843,119,247.714,30288.558,5.654,8.629,362.583,0.084,0.175
India,01-03-2022,42931045,6915,11302.286,514023,180,239.857,30293.437,4.879,7.975,362.71,0.127,0.169
India,02-03-2022,42938599,7554,10224,514246,223,232,30298.768,5.33,7.214,362.867,0.157,0.164
India,03-03-2022,42945160,6561,9140.143,514388,142,209.143,30303.397,4.63,6.45,362.968,0.1,0.148
India,04-03-2022,42951556,6396,8173,514589,201,194.714,30307.91,4.513,5.767,363.109,0.142,0.137
India,05-03-2022,42957477,5921,7376.143,514878,289,199.571,30312.088,4.178,5.205,363.313,0.204,0.141
India,06-03-2022,42962953,5476,6690.857,515036,158,187.429,30315.953,3.864,4.721,363.425,0.111,0.132
India,07-03-2022,42967315,4362,6169.286,515102,66,179.857,30319.03,3.078,4.353,363.471,0.047,0.127
India,08-03-2022,42971308,3993,5751.857,515210,108,169.571,30321.848,2.818,4.059,363.548,0.076,0.12
India,09-03-2022,42975883,4575,5326.286,515355,145,158.429,30325.076,3.228,3.758,363.65,0.102,0.112
India,10-03-2022,42980067,4184,4986.714,515459,104,153,30328.029,2.952,3.519,363.723,0.073,0.108
India,11-03-2022,42984261,4194,4672.143,515714,255,160.714,30330.988,2.959,3.297,363.903,0.18,0.113
India,12-03-2022,42987875,3614,4342.571,515803,89,132.143,30333.538,2.55,3.064,363.966,0.063,0.093
India,13-03-2022,42990991,3116,4005.429,515850,47,116.286,30335.737,2.199,2.826,363.999,0.033,0.082
