location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million
India,24-10-2020,7814682,53370,54571.714,117956,650,708.286,5514.275,37.659,38.507,83.233,0.459,0.5
India,25-10-2020,7864811,50129,52894.286,118534,578,643.286,5549.647,35.373,37.324,83.641,0.408,0.454
India,26-10-2020,7909959,45148,51383.714,119014,480,629.143,5581.505,31.858,36.258,83.98,0.339,0.444
India,27-10-2020,7946429,36470,49909.429,119502,488,615,5607.239,25.734,35.218,84.324,0.344,0.434
India,28-10-2020,7990322,43893,48459.286,120010,508,585.143,5638.212,30.972,34.194,84.683,0.358,0.413
India,29-10-2020,8040203,49881,47608.143,120527,517,558.714,5673.409,35.198,33.594,85.047,0.365,0.394
India,30-10-2020,8088851,48648,46791.286,121090,563,540.571,5707.737,34.327,33.017,85.445,0.397,0.381
India,31-10-2020,8137119,48268,46062.429,121641,551,526.429,5741.796,34.059,32.503,85.834,0.389,0.371
India,01-11-2020,8184082,46963,45610.143,122111,470,511,5774.935,33.139,32.184,86.165,0.332,0.361
India,02-11-2020,8229313,45231,45622,122607,496,513.286,5806.851,31.916,32.192,86.515,0.35,0.362
India,03-11-2020,8267623,38310,45884.857,123097,490,513.571,5833.884,27.033,32.378,86.861,0.346,0.362
India,04-11-2020,8313876,46253,46222,123611,514,514.429,5866.521,32.638,32.616,87.224,0.363,0.363
India,05-11-2020,8364086,50210,46269,124315,704,541.143,5901.951,35.43,32.649,87.72,0.497,0.382
India,06-11-2020,8411724,47638,46124.714,124985,670,556.429,5935.566,33.615,32.547,88.193,0.473,0.393
India,07-11-2020,8462080,50356,46423,125562,577,560.143,5971.098,35.533,32.757,88.6,0.407,0.395
India,08-11-2020,8507754,45674,46238.857,126121,559,572.857,6003.327,32.229,32.628,88.995,0.394,0.404
India,09-11-2020,8553657,45903,46334.857,126611,490,572,6035.718,32.391,32.695,89.341,0.346,0.404
India,10-11-2020,8591730,38073,46301,127059,448,566,6062.583,26.865,32.671,89.657,0.316,0.399
India,11-11-2020,8636011,44281,46019.286,127571,512,565.714,6093.829,31.246,32.473,90.018,0.361,0.399
India,12-11-2020,8683916,47905,45690,128121,550,543.714,6127.632,33.803,32.24,90.406,0.388,0.384
India,13-11-2020,8728795,44879,45295.857,128668,547,526.143,6159.3,31.668,31.962,90.792,0.386,0.371
India,14-11-2020,8773479,44684,44485.571,129188,520,518,6190.831,31.53,31.39,91.159,0.367,0.366
India,15-11-2020,8814579,41100,43832.143,129635,447,502,6219.832,29.001,30.929,91.474,0.315,0.354
India,16-11-2020,8845127,30548,41638.571,130070,435,494.143,6241.388,21.556,29.381,91.781,0.307,0.349
India,17-11-2020,8874290,29163,40365.714,130519,449,494.286,6261.966,20.578,28.483,92.098,0.317,0.349
India,18-11-2020,8912907,38617,39556.571,130993,474,488.857,6289.215,27.249,27.912,92.433,0.334,0.345
India,19-11-2020,8958483,45576,39223.857,131578,585,493.857,6321.375,32.16,27.678,92.845,0.413,0.348
India,20-11-2020,9004365,45882,39367.143,132162,584,499.143,6353.751,32.376,27.779,93.257,0.412,0.352
India,21-11-2020,9050597,46232,39588.286,132726,564,505.429,6386.374,32.623,27.935,93.655,0.398,0.357
India,22-11-2020,9095806,45209,40175.286,133227,501,513.143,6418.274,31.901,28.349,94.009,0.354,0.362
India,23-11-2020,9139865,44059,42105.429,133738,511,524,6449.364,31.089,29.711,94.37,0.361,0.37
India,24-11-2020,9177840,37975,43364.286,134218,480,528.429,6476.16,26.796,30.599,94.708,0.339,0.373
India,25-11-2020,9222216,44376,44187,134699,481,529.429,6507.473,31.313,31.18,95.048,0.339,0.374
India,26-11-2020,9266705,44489,44031.714,135223,524,520.714,6538.866,31.393,31.07,95.417,0.37,0.367
India,27-11-2020,9309787,43082,43631.714,135715,492,507.571,6569.266,30.4,30.788,95.765,0.347,0.358
India,28-11-2020,9351109,41322,42930.286,136200,485,496.286,6598.424,29.158,30.293,96.107,0.342,0.35
India,29-11-2020,9392919,41810,42444.714,136696,496,495.571,6627.926,29.502,29.95,96.457,0.35,0.35
India,30-11-2020,9431691,38772,41689.429,137139,443,485.857,6655.285,27.359,29.417,96.769,0.313,0.343
India,01-12-2020,9462809,31118,40709.857,137621,482,486.143,6677.243,21.958,28.726,97.11,0.34,0.343
India,02-12-2020,9499413,36604,39599.571,138122,501,489,6703.072,25.829,27.943,97.463,0.354,0.345
India,03-12-2020,9534964,35551,38322.714,138648,526,489.286,6728.158,25.086,27.042,97.834,0.371,0.345
India,04-12-2020,9571559,36595,37396,139188,540,496.143,6753.98,25.823,26.388,98.215,0.381,0.35
India,05-12-2020,9608211,36652,36728.857,139700,512,500,6779.843,25.863,25.917,98.577,0.361,0.353
India,06-12-2020,9644222,36011,35900.429,140182,482,498,6805.253,25.41,25.332,98.917,0.34,0.351
India,07-12-2020,9677203,32981,35073.143,140573,391,490.571,6828.526,23.272,24.749,99.193,0.276,0.346
India,08-12-2020,9703770,26567,34423,140958,385,476.714,6847.272,18.746,24.29,99.464,0.272,0.336
India,09-12-2020,9735850,32080,33776.714,141360,402,462.571,6869.909,22.637,23.834,99.748,0.284,0.326
India,10-12-2020,9767371,31521,33201,141772,412,446.286,6892.151,22.242,23.428,100.039,0.291,0.315
India,11-12-2020,9796769,29398,32172.857,142186,414,428.286,6912.895,20.744,22.702,100.331,0.292,0.302
India,12-12-2020,9826775,30006,31223.429,142628,442,418.286,6934.068,21.173,22.032,100.643,0.312,0.295
India,13-12-2020,9857029,30254,30401,143019,391,405.286,6955.416,21.348,21.452,100.919,0.276,0.286
India,14-12-2020,9884100,27071,29556.714,143355,336,397.429,6974.518,19.102,20.856,101.156,0.237,0.28
India,15-12-2020,9906165,22065,28913.571,143709,354,393,6990.088,15.57,20.402,101.405,0.25,0.277
India,16-12-2020,9932547,26382,28099.571,144096,387,390.857,7008.704,18.616,19.828,101.678,0.273,0.276
India,17-12-2020,9956557,24010,27026.571,144451,355,382.714,7025.646,16.942,19.071,101.929,0.25,0.27
India,18-12-2020,9979447,22890,26096.857,144789,338,371.857,7041.798,16.152,18.415,102.167,0.239,0.262
India,19-12-2020,10004599,25152,25403.429,145136,347,358.286,7059.546,17.748,17.925,102.412,0.245,0.253
India,20-12-2020,10031223,26624,24884.857,145477,341,351.143,7078.333,18.787,17.56,102.653,0.241,0.248
India,21-12-2020,10055560,24337,24494.286,145810,333,350.714,7095.506,17.173,17.284,102.888,0.235,0.247
India,22-12-2020,10075116,19556,24135.857,146111,301,343.143,7109.305,13.799,17.031,103.1,0.212,0.242
India,23-12-2020,10099066,23950,23788.429,146444,333,335.429,7126.205,16.9,16.786,103.335,0.235,0.237
India,24-12-2020,10123778,24712,23888.714,146756,312,329.286,7143.642,17.438,16.857,103.555,0.22,0.232
India,25-12-2020,10146845,23067,23914,147092,336,329,7159.919,16.277,16.874,103.793,0.237,0.232
India,26-12-2020,10169118,22273,23502.714,147343,251,315.286,7175.636,15.716,16.584,103.97,0.177,0.222
India,27-12-2020,10187850,18732,22375.286,147622,279,306.429,7188.854,13.218,15.789,104.167,0.197,0.216
India,28-12-2020,10207871,20021,21758.714,147901,279,298.714,7202.981,14.127,15.354,104.363,0.197,0.211
India,29-12-2020,10224303,16432,21312.429,148153,252,291.714,7214.576,11.595,15.039,104.541,0.178,0.206
India,30-12-2020,10244852,20549,20826.571,148439,286,285,7229.076,14.5,14.696,104.743,0.202,0.201
India,31-12-2020,10266674,21822,20413.714,148738,299,283.143,7244.474,15.398,14.405,104.954,0.211,0.2
India,01-01-2021,10286709,20035,19980.571,148994,256,271.714,7258.611,14.137,14.099,105.135,0.181,0.192
India,02-01-2021,10305788,19079,19524.286,149218,224,267.857,7272.074,13.463,13.777,105.293,0.158,0.189
India,03-01-2021,10323965,18177,19445,149435,217,259,7284.9,12.826,13.721,105.446,0.153,0.183
India,04-01-2021,10340469,16504,18942.571,149649,214,249.714,7296.546,11.646,13.366,105.597,0.151,0.176
India,05-01-2021,10356844,16375,18934.429,149850,201,242.429,7308.101,11.555,13.361,105.739,0.142,0.171
India,06-01-2021,10374932,18088,18582.857,150114,264,239.286,7320.864,12.763,13.113,105.925,0.186,0.169
India,07-01-2021,10395278,20346,18372,150336,222,228.286,7335.221,14.357,12.964,106.082,0.157,0.161
India,08-01-2021,10413417,18139,18101.143,150570,234,225.143,7348.02,12.799,12.773,106.247,0.165,0.159
India,09-01-2021,10431639,18222,17978.714,150798,228,225.714,7360.878,12.858,12.686,106.408,0.161,0.159
India,10-01-2021,10450284,18645,18045.571,150999,201,223.429,7374.035,13.156,12.733,106.549,0.142,0.158
India,11-01-2021,10466595,16311,18018,151160,161,215.857,7385.544,11.51,12.714,106.663,0.114,0.152
India,12-01-2021,10479179,12584,17476.429,151327,167,211,7394.424,8.88,12.332,106.781,0.118,0.149
India,13-01-2021,10495147,15968,17173.571,151529,202,202.143,7405.692,11.268,12.118,106.923,0.143,0.143
India,14-01-2021,10512093,16946,16687.857,151727,198,198.714,7417.649,11.958,11.775,107.063,0.14,0.14
India,15-01-2021,10527683,15590,16323.714,151918,191,192.571,7428.65,11.001,11.519,107.198,0.135,0.136
India,16-01-2021,10542841,15158,15886,152093,175,185,7439.346,10.696,11.21,107.321,0.123,0.131
India,17-01-2021,10557985,15144,15385.857,152274,181,182.143,7450.032,10.686,10.857,107.449,0.128,0.129
India,18-01-2021,10571773,13788,15025.429,152419,145,179.857,7459.761,9.729,10.602,107.551,0.102,0.127
India,19-01-2021,10581837,10064,14665.429,152556,137,175.571,7466.863,7.101,10.348,107.648,0.097,0.124
India,20-01-2021,10595660,13823,14359,152718,162,169.857,7476.617,9.754,10.132,107.762,0.114,0.12
India,21-01-2021,10610883,15223,14112.857,152869,151,163.143,7487.358,10.742,9.958,107.869,0.107,0.115
India,22-01-2021,10625428,14545,13963.571,153032,163,159.143,7497.622,10.263,9.853,107.984,0.115,0.112
India,23-01-2021,10639684,14256,13834.714,153184,152,155.857,7507.681,10.059,9.762,108.091,0.107,0.11
India,24-01-2021,10654533,14849,13792.571,153339,155,152.143,7518.159,10.478,9.732,108.201,0.109,0.107
India,25-01-2021,10667736,13203,13709,153470,131,150.143,7527.476,9.316,9.673,108.293,0.092,0.106
India,26-01-2021,10676838,9102,13571.571,153587,117,147.286,7533.898,6.423,9.577,108.376,0.083,0.104
India,27-01-2021,10689527,12689,13409.571,153724,137,143.714,7542.852,8.954,9.462,108.472,0.097,0.101
India,28-01-2021,10701193,11666,12901.429,153847,123,139.714,7551.084,8.232,9.104,108.559,0.087,0.099
India,29-01-2021,10720048,18855,13517.143,154010,163,139.714,7564.388,13.305,9.538,108.674,0.115,0.099
India,30-01-2021,10733131,13083,13349.571,154147,137,137.571,7573.62,9.232,9.42,108.771,0.097,0.097
India,31-01-2021,10746183,13052,13092.857,154274,127,133.571,7582.83,9.21,9.239,108.86,0.09,0.094
India,01-02-2021,10757610,11427,12839.143,154392,118,131.714,7590.893,8.063,9.06,108.944,0.083,0.093
India,02-02-2021,10766245,8635,12772.429,154486,94,128.429,7596.986,6.093,9.013,109.01,0.066,0.091
India,03-02-2021,10777284,11039,12536.714,154596,110,124.571,7604.776,7.789,8.846,109.088,0.078,0.088
India,04-02-2021,10790183,12899,12712.857,154703,107,122.286,7613.878,9.102,8.971,109.163,0.076,0.086
India,05-02-2021,10802591,12408,11791.857,154823,120,116.143,7622.633,8.755,8.321,109.248,0.085,0.082
India,06-02-2021,10814304,11713,11596.143,154918,95,110.143,7630.898,8.265,8.183,109.315,0.067,0.078
India,07-02-2021,10826363,12059,11454.286,154996,78,103.143,7639.408,8.509,8.082,109.37,0.055,0.073
India,08-02-2021,10838194,11831,11512,155080,84,98.286,7647.756,8.348,8.123,109.429,0.059,0.069
India,09-02-2021,10847304,9110,11579.857,155158,78,96,7654.184,6.428,8.171,109.484,0.055,0.068
India,10-02-2021,10858371,11067,11583.857,155252,94,93.714,7661.993,7.809,8.174,109.55,0.066,0.066
India,11-02-2021,10871294,12923,11587.286,155360,108,93.857,7671.112,9.119,8.176,109.627,0.076,0.066
India,12-02-2021,10880603,9309,11144.571,155447,87,89.143,7677.681,6.569,7.864,109.688,0.061,0.063
India,13-02-2021,10892746,12143,11206,155550,103,90.286,7686.249,8.568,7.907,109.761,0.073,0.064
India,14-02-2021,10904940,12194,11225.286,155642,92,92.286,7694.854,8.604,7.921,109.826,0.065,0.065
India,15-02-2021,10916589,11649,11199.286,155732,90,93.143,7703.074,8.22,7.903,109.889,0.064,0.066
India,16-02-2021,10925710,9121,11200.857,155813,81,93.571,7709.51,6.436,7.904,109.946,0.057,0.066
India,17-02-2021,10937320,11610,11278.429,155913,100,94.429,7717.702,8.192,7.958,110.017,0.071,0.067
India,18-02-2021,10950201,12881,11272.429,156014,101,93.429,7726.791,9.089,7.954,110.088,0.071,0.066
India,19-02-2021,10963394,13193,11827.286,156111,97,94.857,7736.101,9.309,8.346,110.157,0.068,0.067
India,20-02-2021,10977387,13993,12091.571,156212,101,94.571,7745.975,9.874,8.532,110.228,0.071,0.067
India,21-02-2021,10991651,14264,12387.286,156302,90,94.286,7756.04,10.065,8.741,110.291,0.064,0.067
India,22-02-2021,11005850,14199,12751.571,156385,83,93.286,7766.059,10.019,8.998,110.35,0.059,0.066
India,23-02-2021,11016434,10584,12960.571,156463,78,92.857,7773.527,7.468,9.145,110.405,0.055,0.066
India,24-02-2021,11030176,13742,13265.143,156567,104,93.429,7783.224,9.697,9.36,110.478,0.073,0.066
India,25-02-2021,11046914,16738,13816.143,156705,138,98.714,7795.035,11.811,9.749,110.576,0.097,0.07
India,26-02-2021,11063491,16577,14299.571,156825,120,102,7806.732,11.697,10.09,110.66,0.085,0.072
India,27-02-2021,11079979,16488,14656,156938,113,103.714,7818.367,11.634,10.342,110.74,0.08,0.073
India,28-02-2021,11096731,16752,15011.429,157051,113,107,7830.187,11.821,10.593,110.82,0.08,0.076
India,01-03-2021,11112241,15510,15198.714,157157,106,110.286,7841.132,10.944,10.725,110.895,0.075,0.078
India,02-03-2021,11124527,12286,15441.857,157248,91,112.143,7849.801,8.669,10.896,110.959,0.064,0.079
India,03-03-2021,11139516,14989,15620,157346,98,111.286,7860.378,10.577,11.022,111.028,0.069,0.079
India,04-03-2021,11156923,17407,15715.571,157435,89,104.286,7872.661,12.283,11.089,111.091,0.063,0.074
India,05-03-2021,11173761,16838,15752.857,157548,113,103.286,7884.542,11.881,11.116,111.171,0.08,0.073
India,06-03-2021,11192088,18327,16015.571,157656,108,102.571,7897.474,12.932,11.301,111.247,0.076,0.072
India,07-03-2021,11210799,18711,16295.429,157756,100,100.714,7910.677,13.203,11.499,111.317,0.071,0.071
India,08-03-2021,11229398,18599,16736.714,157853,97,99.429,7923.801,13.124,11.81,111.386,0.068,0.07
India,09-03-2021,11244786,15388,17179.857,157930,77,97.429,7934.659,10.858,12.123,111.44,0.054,0.069
India,10-03-2021,11262707,17921,17598.714,158063,133,102.429,7947.305,12.646,12.418,111.534,0.094,0.072
India,11-03-2021,11285561,22854,18376.857,158189,126,107.714,7963.431,16.126,12.967,111.623,0.089,0.076
India,12-03-2021,11308846,23285,19297.857,158306,117,108.286,7979.862,16.431,13.617,111.705,0.083,0.076
India,13-03-2021,11333728,24882,20234.286,158446,140,112.857,7997.42,17.557,14.278,111.804,0.099,0.08
India,14-03-2021,11359048,25320,21178.429,158607,161,121.571,8015.286,17.867,14.944,111.918,0.114,0.086
India,15-03-2021,11385339,26291,22277.286,158725,118,124.571,8033.838,18.552,15.72,112.001,0.083,0.088
India,16-03-2021,11409831,24492,23577.857,158856,131,132.286,8051.12,17.282,16.637,112.094,0.092,0.093
India,17-03-2021,11438734,28903,25146.714,159044,188,140.143,8071.515,20.395,17.744,112.226,0.133,0.099
India,18-03-2021,11474605,35871,27006.286,159216,172,146.714,8096.827,25.312,19.056,112.348,0.121,0.104
India,19-03-2021,11514331,39726,29355,159370,154,152,8124.858,28.032,20.714,112.456,0.109,0.107
India,20-03-2021,11555284,40953,31650.857,159558,188,158.857,8153.756,28.898,22.334,112.589,0.133,0.112
India,21-03-2021,11599130,43846,34297.429,159755,197,164,8184.695,30.939,24.201,112.728,0.139,0.116
India,22-03-2021,11646081,46951,37248.857,159967,212,177.429,8217.825,33.13,26.284,112.878,0.15,0.125
India,23-03-2021,11686796,40715,39566.429,160166,199,187.143,8246.555,28.73,27.919,113.018,0.14,0.132
India,24-03-2021,11734058,47262,42189.143,160441,275,199.571,8279.904,33.349,29.77,113.212,0.194,0.141
India,25-03-2021,11787534,53476,44704.143,160692,251,210.857,8317.639,37.734,31.545,113.389,0.177,0.149
India,26-03-2021,11846652,59118,47474.429,160949,257,225.571,8359.354,41.715,33.499,113.57,0.181,0.159
India,27-03-2021,11908910,62258,50518,161240,291,240.286,8403.285,43.931,35.647,113.776,0.205,0.17
India,28-03-2021,11971624,62714,53213.429,161552,312,256.714,8447.538,44.253,37.549,113.996,0.22,0.181
India,29-03-2021,12039644,68020,56223.286,161843,291,268,8495.535,47.997,39.673,114.201,0.205,0.189
India,30-03-2021,12095855,56211,58437,162114,271,278.286,8535.199,39.664,41.235,114.393,0.191,0.196
India,31-03-2021,12149335,53480,59325.286,162468,354,289.571,8572.936,37.737,41.862,114.642,0.25,0.204
India,01-04-2021,12221665,72330,62018.714,162927,459,319.286,8623.975,51.038,43.762,114.966,0.324,0.225
India,02-04-2021,12303131,81466,65211.286,163396,469,349.571,8681.459,57.485,46.015,115.297,0.331,0.247
India,03-04-2021,12392260,89129,69050,164110,714,410,8744.352,62.892,48.724,115.801,0.504,0.289
India,04-04-2021,12485509,93249,73412.143,164623,513,438.714,8810.151,65.799,51.802,116.163,0.362,0.31
India,05-04-2021,12589067,103558,78489,165101,478,465.429,8883.225,73.074,55.384,116.5,0.337,0.328
India,06-04-2021,12686049,96982,84313.429,165547,446,490.429,8951.658,68.433,59.494,116.815,0.315,0.346
India,07-04-2021,12801785,115736,93207.143,166177,630,529.857,9033.325,81.667,65.77,117.259,0.445,0.374
India,08-04-2021,12928574,126789,100987,166862,685,562.143,9122.791,89.466,71.259,117.743,0.483,0.397
India,09-04-2021,13060542,131968,108201.571,167642,780,606.571,9215.911,93.121,76.35,118.293,0.55,0.428
India,10-04-2021,13205926,145384,116238,168436,794,618,9318.499,102.587,82.021,118.854,0.56,0.436
India,11-04-2021,13358805,152879,124756.571,169275,839,664.571,9426.375,107.876,88.032,119.446,0.592,0.469
India,12-04-2021,13527717,168912,134092.857,170179,904,725.429,9545.564,119.189,94.62,120.083,0.638,0.512
India,13-04-2021,13689453,161736,143343.429,171058,879,787.286,9659.69,114.126,101.147,120.704,0.62,0.556
India,14-04-2021,13873825,184372,153148.571,172085,1027,844,9789.788,130.098,108.066,121.428,0.725,0.596
India,15-04-2021,14074564,200739,163712.857,173123,1038,894.429,9931.436,141.647,115.521,122.161,0.732,0.631
India,16-04-2021,14291917,217353,175910.714,174308,1185,952.286,10084.807,153.371,124.128,122.997,0.836,0.672
India,17-04-2021,14526609,234692,188669,175649,1341,1030.429,10250.412,165.606,133.131,123.943,0.946,0.727
India,18-04-2021,14788109,261500,204186.286,177150,1501,1125,10434.935,184.522,144.08,125.002,1.059,0.794
India,19-04-2021,15061919,273810,219171.714,178769,1619,1227.143,10628.143,193.209,154.654,126.145,1.142,0.866
India,20-04-2021,15321089,259170,233090.857,180530,1761,1353.143,10811.021,182.878,164.476,127.387,1.243,0.955
India,21-04-2021,15616130,295041,248900.714,182553,2023,1495.429,11019.211,208.19,175.632,128.815,1.427,1.055
India,22-04-2021,15930965,314835,265200.143,184657,2104,1647.714,11241.368,222.157,187.133,130.3,1.485,1.163
India,23-04-2021,16263695,332730,281682.571,186920,2263,1801.714,11476.153,234.784,198.764,131.896,1.597,1.271
India,24-04-2021,16610481,346786,297696,189544,2624,1985,11720.855,244.703,210.063,133.748,1.852,1.401
India,25-04-2021,16960172,349691,310294.714,192311,2767,2165.857,11967.608,246.752,218.953,135.7,1.952,1.528
India,26-04-2021,17313163,352991,321606.286,195123,2812,2336.286,12216.689,249.081,226.935,137.685,1.984,1.649
India,27-04-2021,17636307,323144,330745.429,197894,2771,2480.571,12444.709,228.02,233.384,139.64,1.955,1.75
India,28-04-2021,17997267,360960,340162.429,201187,3293,2662,12699.413,254.704,240.029,141.964,2.324,1.878
India,29-04-2021,18376524,379257,349365.571,204832,3645,2882.143,12967.028,267.615,246.523,144.536,2.572,2.034
India,30-04-2021,18762976,386452,357040.143,208330,3498,3058.571,13239.72,272.692,251.938,147.004,2.468,2.158
India,01-05-2021,19164969,401993,364926.857,211853,3523,3187,13523.379,283.658,257.503,149.49,2.486,2.249
India,02-05-2021,19557457,392488,371040.714,215542,3689,3318.714,13800.33,276.951,261.817,152.093,2.603,2.342
India,03-05-2021,19925604,368147,373205.857,218959,3417,3405.143,14060.106,259.776,263.345,154.504,2.411,2.403
India,04-05-2021,20282833,357229,378075.143,222408,3449,3502,14312.177,252.072,266.781,156.938,2.434,2.471
India,05-05-2021,20665148,382315,381125.857,226188,3780,3571.571,14581.95,269.773,268.934,159.605,2.667,2.52
India,06-05-2021,21077410,412262,385840.857,230168,3980,3619.429,14872.855,290.904,272.261,162.413,2.808,2.554
India,07-05-2021,21491598,414188,389803.143,234083,3915,3679,15165.118,292.264,275.057,165.176,2.763,2.596
India,08-05-2021,21892676,401078,389672.429,238270,4187,3773.857,15448.131,283.013,274.965,168.13,2.954,2.663
India,09-05-2021,22296414,403738,391279.571,242362,4092,3831.429,15733.021,284.89,276.099,171.018,2.887,2.704
India,10-05-2021,22662575,366161,390995.857,246116,3754,3879.571,15991.395,258.374,275.898,173.667,2.649,2.738
India,11-05-2021,22992517,329942,387097.714,249992,3876,3940.571,16224.212,232.817,273.148,176.402,2.735,2.781
India,12-05-2021,23340938,348421,382255.714,254197,4205,4001.286,16470.068,245.856,269.731,179.369,2.967,2.823
India,13-05-2021,23703665,362727,375179.286,258317,4120,4021.286,16726.019,255.951,264.738,182.276,2.907,2.838
India,14-05-2021,24046809,343144,365030.143,262317,4000,4033.429,16968.152,242.133,257.576,185.099,2.823,2.846
India,15-05-2021,24372907,326098,354318.714,266207,3890,3991,17198.257,230.105,250.018,187.844,2.745,2.816
India,16-05-2021,24684077,311170,341094.714,270284,4077,3988.857,17417.828,219.571,240.687,190.721,2.877,2.815
India,17-05-2021,24965463,281386,328984,274390,4106,4039.143,17616.382,198.554,232.141,193.618,2.897,2.85
India,18-05-2021,25228996,263533,319497,278719,4329,4103.857,17802.339,185.957,225.447,196.673,3.055,2.896
India,19-05-2021,25496330,267334,307913.143,283248,4529,4150.143,17990.978,188.639,217.273,199.868,3.196,2.928
India,20-05-2021,25772440,276110,295539.286,287122,3874,4115,18185.809,194.832,208.541,202.602,2.734,2.904
India,21-05-2021,26031991,259551,283597.429,291331,4209,4144.857,18368.956,183.147,200.115,205.572,2.97,2.925
India,22-05-2021,26289290,257299,273769,295525,4194,4188.286,18550.514,181.558,193.18,208.531,2.959,2.955
India,23-05-2021,26530132,240842,263722.143,299266,3741,4140.286,18720.46,169.945,186.09,211.171,2.64,2.922
India,24-05-2021,26752447,222315,255283.429,303720,4454,4190,18877.332,156.872,180.136,214.314,3.143,2.957
India,25-05-2021,26948874,196427,245696.857,307231,3511,4073.143,19015.936,138.605,173.371,216.791,2.477,2.874
India,26-05-2021,27157795,208921,237352.143,311388,4157,4020,19163.357,147.421,167.483,219.725,2.933,2.837
India,27-05-2021,27369093,211298,228093.286,315235,3847,4016.143,19312.456,149.098,160.949,222.439,2.715,2.834
India,28-05-2021,27555457,186364,217638,318895,3660,3937.714,19443.96,131.504,153.572,225.022,2.583,2.779
India,29-05-2021,27729247,173790,205708.143,322512,3617,3855.286,19566.591,122.631,145.154,227.574,2.552,2.72
India,30-05-2021,27894800,165553,194952.571,325972,3460,3815.143,19683.41,116.819,137.564,230.016,2.441,2.692
India,31-05-2021,28047534,152734,185012.429,329100,3128,3625.714,19791.184,107.774,130.55,232.223,2.207,2.558
India,01-06-2021,28175044,127510,175167.143,331895,2795,3523.429,19881.159,89.975,123.603,234.195,1.972,2.486
India,02-06-2021,28307832,132788,164291,335102,3207,3387.714,19974.858,93.699,115.929,236.458,2.263,2.39
India,03-06-2021,28441986,134154,153270.429,337989,2887,3250.571,20069.521,94.663,108.152,238.495,2.037,2.294
India,04-06-2021,28574350,132364,145556.143,340702,2713,3115.286,20162.921,93.4,102.709,240.41,1.914,2.198
India,05-06-2021,28694879,120529,137947.429,344082,3380,3081.429,20247.97,85.049,97.34,242.795,2.385,2.174
India,06-06-2021,28809339,114460,130648.429,346759,2677,2969.571,20328.737,80.766,92.189,244.684,1.889,2.095
India,07-06-2021,28909975,100636,123205.857,349186,2427,2869.429,20399.748,71.012,86.938,246.396,1.713,2.025
India,08-06-2021,28996473,86498,117347,351309,2123,2773.429,20460.784,61.036,82.804,247.894,1.498,1.957
India,09-06-2021,29089069,92596,111605.286,353528,2219,2632.286,20526.122,65.339,78.752,249.46,1.566,1.857
India,10-06-2021,29183121,94052,105876.429,359676,6148,3098.143,20592.488,66.366,74.71,253.798,4.338,2.186
India,11-06-2021,29274823,91702,100067.571,363079,3403,3196.714,20657.196,64.708,70.611,256.199,2.401,2.256
India,12-06-2021,29359155,84332,94896.571,367081,4002,3285.571,20716.703,59.507,66.962,259.023,2.824,2.318
India,13-06-2021,29439989,80834,90092.857,370384,3303,3375,20773.742,57.039,63.572,261.354,2.331,2.382
India,14-06-2021,29510410,70421,85776.429,374305,3921,3588.429,20823.433,49.691,60.526,264.121,2.767,2.532
India,15-06-2021,29570881,60471,82058.286,377031,2726,3674.571,20866.104,42.67,57.903,266.044,1.924,2.593
India,16-06-2021,29633105,62224,77719.429,379573,2542,3720.714,20910.011,43.907,54.841,267.838,1.794,2.625
India,17-06-2021,29700313,67208,73884.571,381903,2330,3175.286,20957.435,47.424,52.135,269.482,1.644,2.241
India,18-06-2021,29762793,62480,69710,383490,1587,2915.857,21001.522,44.088,49.189,270.602,1.12,2.058
India,19-06-2021,29823546,60753,66341.571,385137,1647,2579.429,21044.392,42.869,46.813,271.764,1.162,1.82
India,20-06-2021,29881965,58419,63139.429,386713,1576,2332.714,21085.614,41.222,44.553,272.876,1.112,1.646
India,21-06-2021,29935221,53256,60687.286,388135,1422,1975.714,21123.193,37.579,42.823,273.88,1.003,1.394
India,22-06-2021,29977861,42640,58140,389302,1167,1753,21153.281,30.088,41.025,274.703,0.823,1.237
India,23-06-2021,30028709,50848,56514.857,390660,1358,1583.857,21189.161,35.88,39.879,275.661,0.958,1.118
India,24-06-2021,30082778,54069,54637.857,391981,1321,1439.714,21227.313,38.153,38.554,276.594,0.932,1.016
India,25-06-2021,30134445,51667,53093.143,393310,1329,1402.857,21263.771,36.458,37.464,277.531,0.938,0.99
India,26-06-2021,30183143,48698,51371,394493,1183,1336.571,21298.134,34.363,36.249,278.366,0.835,0.943
India,27-06-2021,30233183,50040,50174,395751,1258,1291.143,21333.444,35.31,35.404,279.254,0.888,0.911
India,28-06-2021,30279331,46148,49158.571,396730,979,1227.857,21366.007,32.563,34.688,279.945,0.691,0.866
India,29-06-2021,30316897,37566,48433.714,397637,907,1190.714,21392.515,26.508,34.176,280.585,0.64,0.84
India,30-06-2021,30362848,45951,47734.143,398454,817,1113.429,21424.939,32.424,33.683,281.161,0.576,0.786
India,01-07-2021,30411634,48786,46979.429,399459,1005,1068.286,21459.364,34.425,33.15,281.87,0.709,0.754
India,02-07-2021,30458251,46617,46258,400312,853,1000.286,21492.258,32.894,32.641,282.472,0.602,0.706
